Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,PartyAbbreviation,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath
0,Andreas,Bezzola,m,Graubünden,GR,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/5/1881,12/3/1893,Zernez (GR),5/19/1840,1/10/1897
0,Andreas,Bezzola,m,Graubünden,GR,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/5/1881,12/3/1893,Zernez (GR),5/19/1840,1/10/1897
0,Duri,Bezzola,m,Graubünden,GR,Nationalrat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,verheiratet,Scuol,Graubünden,Gemeinderat von Scuol 1983 bis 1990,1/21/1991,12/3/1995,"Scuol (GR),Zernez (GR)",6/23/1942,
0,Andreas,Bezzola,m,Graubünden,GR,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/7/1880,6/1/1881,Zernez (GR),5/19/1840,1/10/1897
0,Martin,Bider,m,Basel-Landschaft,BL,Nationalrat,Mitte,MC,Liberale,Lib*,,,,,7/6/1868,12/1/1872,Langenbruck (BL),1/18/1812,6/19/1878
0,Paul,Biderbost,m,Wallis,VS,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,,,,12/1/1975,11/27/1983,Ritzingen (VS),7/28/1927,10/24/1999
0,Daniel,Bieder,m,Basel-Landschaft,BL,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1857,12/6/1863,Langenbruck (BL),11/10/1825,10/26/1906
0,Walter,Biel,m,Zürich,ZH,Nationalrat,Unabhängige und evangelische Fraktion,U,Landesring der Unabhängigen,LdU,,,,,12/4/1967,11/24/1991,Ermatingen (TG),7/20/1933,
0,Otto,Bienz,m,Bern,BE,Nationalrat,"Bauern,-Gewerbe- und Bürgerfraktion",BGB,"Bauern-, Gewerbe- und Bürgerpartei",BGB,,,,,12/7/1959,6/1/1966,"Bern (BE),Rüderswil (BE)",11/15/1910,1/18/1985
0,Ernst,Bieri,m,Zürich,ZH,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1967,11/28/1971,"Schangnau (BE),Zürich (ZH)",3/18/1920,11/21/2003
0,Peter,Bieri,m,Zug,ZG,Ständerat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Winterthur,Zürich,Gemeinderat: von Januar 1987 bis Dezember 1994,1/23/1995,11/30/2003,"Hünenberg (ZG),Romoos (LU)",6/21/1952,
0,Peter,Bieri,m,Zug,ZG,Ständerat,Fraktion CVP-EVP,CE,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Winterthur,Zürich,Gemeinderat: von Januar 1987 bis Dezember 1994,12/5/2011,11/29/2015,"Hünenberg (ZG),Romoos (LU)",6/21/1952,
0,Peter,Bieri,m,Zug,ZG,Ständerat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Winterthur,Zürich,Gemeinderat: von Januar 1987 bis Dezember 1994,3/5/2007,12/4/2011,"Hünenberg (ZG),Romoos (LU)",6/21/1952,
0,Peter,Bieri,m,Zug,ZG,Ständerat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Winterthur,Zürich,Gemeinderat: von Januar 1987 bis Dezember 1994,12/1/2003,3/4/2007,"Hünenberg (ZG),Romoos (LU)",6/21/1952,
0,Elmar,Bigger,m,St. Gallen,SG,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,Vilters,St. Gallen,Legislative des Kantons (Kantonsrat): von 1996 bis 2000,12/6/1999,11/30/2003,Vilters (SG),10/5/1949,
0,Elmar,Bigger,m,St. Gallen,SG,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,Vilters,St. Gallen,Legislative des Kantons (Kantonsrat): von 1996 bis 2000,12/3/2007,12/4/2011,Vilters (SG),10/5/1949,
0,Elmar,Bigger,m,St. Gallen,SG,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,Vilters,St. Gallen,Legislative des Kantons (Kantonsrat): von 1996 bis 2000,12/1/2003,12/2/2007,Vilters (SG),10/5/1949,
1,Hans-Ulrich,Bigler,m,Zürich,ZH,Nationalrat,FDP-Liberale Fraktion,RL,FDP.Die Liberalen,FDP-Liberale,verheiratet,Bern,Bern,,12/8/2015,,Worb (BE),4/5/1958,
0,Franz,Bigler,m,Bern,BE,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,4/12/1898,12/1/1906,Worb (BE),3/9/1847,5/8/1919
0,Fritz,Bigler,m,Bern,BE,Nationalrat,Demokratische Fraktion,DEM,Jungbauern,JB,,,,,12/2/1935,12/5/1943,Worb (BE),6/26/1899,3/2/1983
0,Attilio,Bignasca,m,Tessin,TI,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Lega dei Ticinesi,Lega,,Viganello,Tessin,Legislativo comunale: da aprile 1992; legislativo cantonale: da aprile 1991(presidente: 2002/2003),12/1/2003,12/2/2007,Sonvico (TI),11/1/1943,
0,Giuliano,Bignasca,m,Tessin,TI,Nationalrat,Fraktion der Schweizer Demokraten und der Lega dei Ticinesi,D,Lega dei Ticinesi,Lega,ledig,Lugano,Tessin,,6/13/1995,12/3/1995,Sonvico (TI),4/10/1945,3/7/2013
0,Attilio,Bignasca,m,Tessin,TI,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Lega dei Ticinesi,Lega,,Viganello,Tessin,Legislativo comunale: da aprile 1992; legislativo cantonale: da aprile 1991(presidente: 2002/2003),12/3/2007,12/31/2009,Sonvico (TI),11/1/1943,
0,Giuliano,Bignasca,m,Tessin,TI,Nationalrat,Fraktionslos,-,Lega dei Ticinesi,Lega,ledig,Lugano,Tessin,,12/6/1999,11/30/2003,Sonvico (TI),4/10/1945,3/7/2013
0,Max,Bill,m,Zürich,ZH,Nationalrat,Fraktion des Landesrings,U,Landesring der Unabhängigen,LdU,,,,,12/4/1967,11/28/1971,Moosseedorf (BE),12/22/1908,12/9/1994
0,Robert,Billeter,m,Zürich,ZH,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1911,2/23/1917,"Zürich (ZH),Männedorf (ZH)",9/24/1857,2/23/1917
0,Paul,Billieux,m,Bern,BE,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1922,12/6/1931,Alle (JU),11/22/1884,9/18/1960
0,Paul,Billieux,m,Bern,BE,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,3/13/1934,12/5/1943,Alle (JU),11/22/1884,9/18/1960
0,Max,Binder,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Illnau-Effretikon,Zürich,Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992,12/1/2003,12/2/2007,Illnau-Effretikon (ZH),11/26/1947,
0,Eberhard A.,Binder,m,Genf,GE,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/5/1892,10/1/1893,Genf (GE),5/11/1854,2/7/1907
0,Julius,Binder,m,Aargau,AG,Ständerat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,,,,11/26/1979,11/29/1987,Baldingen (AG),2/12/1925,
0,Max,Binder,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Illnau-Effretikon,Zürich,Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992,12/4/1995,12/5/1999,Illnau-Effretikon (ZH),11/26/1947,
0,Max,Binder,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Illnau-Effretikon,Zürich,Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992,12/5/2011,11/29/2015,Illnau-Effretikon (ZH),11/26/1947,
0,Julius,Binder,m,Aargau,AG,Nationalrat,Konservativ-christlichsoziale Fraktion,K,Konservativ-christlichsoziale Volkspartei der Schweiz,KK,,,,,12/2/1963,11/30/1975,Baldingen (AG),2/12/1925,
0,Max,Binder,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Illnau-Effretikon,Zürich,Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992,12/6/1999,11/30/2003,Illnau-Effretikon (ZH),11/26/1947,
0,Max,Binder,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Illnau-Effretikon,Zürich,Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992,11/25/1991,12/3/1995,Illnau-Effretikon (ZH),11/26/1947,
0,Max,Binder,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Illnau-Effretikon,Zürich,Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992,12/3/2007,12/4/2011,Illnau-Effretikon (ZH),11/26/1947,
0,Henri,Bioley,m,Wallis,VS,Nationalrat,,,Konservative,Kons*,,,,,12/2/1895,12/3/1905,"St-Maurice (VS),Massongex (VS)",8/13/1841,5/23/1913
0,Silvio,Bircher,m,Aargau,AG,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,11/26/1979,5/31/1993,"Küttigen (AG),Aarau (AG)",9/25/1945,
0,Peter,Bircher,m,Aargau,AG,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Wölflinswil,Aargau,Grosser Rat AG von 1973 bis 1990 Präsident Regionalplanung oberes Fricktal,9/17/1990,12/3/1995,Wölflinswil (AG),6/1/1939,
0,Ernst,Bircher,m,Bern,BE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/4/1967,11/30/1975,Küttigen (AG),3/30/1910,12/11/1982
0,Eugen,Bircher,m,Aargau,AG,Nationalrat,"Bauern,-Gewerbe- und Bürgerfraktion",BGB,"Bauern-, Gewerbe- und Bürgerpartei",BGB,,,,,6/2/1942,12/4/1955,"Küttigen (AG),Aarau (AG)",2/17/1882,10/20/1956
0,Peter,Bircher,m,Aargau,AG,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Wölflinswil,Aargau,Grosser Rat AG von 1973 bis 1990 Präsident Regionalplanung oberes Fricktal,12/4/1995,12/5/1999,Wölflinswil (AG),6/1/1939,
0,Franklin,Bircher,m,Zürich,ZH,Nationalrat,Fraktion des Landesrings,U,Landesring der Unabhängigen,LdU,,,,,12/2/1935,6/1/1938,"Zürich (ZH),Küttigen (AG)",5/31/1896,1/31/1988
0,Martin,Birmann,m,Basel-Landschaft,BL,Ständerat,Mitte,MC,Liberale,Lib*,,,,,12/6/1869,8/19/1890,"Basel (BS),Rünenberg (BL)",11/26/1828,8/19/1890
0,Martin,Birmann,m,Basel-Landschaft,BL,Ständerat,Mitte,MC,Liberale,Lib*,,,,,12/6/1869,8/19/1890,"Basel (BS),Rünenberg (BL)",11/26/1828,8/19/1890
0,Martin,Birmann,m,Basel-Landschaft,BL,Ständerat,Mitte,MC,Liberale,Lib*,,,,,12/6/1869,8/19/1890,"Basel (BS),Rünenberg (BL)",11/26/1828,8/19/1890
0,Johann-Jakob,Biroll,m,St. Gallen,SG,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,12/4/1922,12/6/1931,Altstätten (SG),12/29/1854,9/24/1939
0,Julius,Birrer,m,Luzern,LU,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,,,,11/29/1971,11/30/1975,Willisau Land (LU),1/31/1909,12/23/1991
0,Prisca,Birrer-Heimo,f,Luzern,LU,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Emmen,Luzern,Exekutive der Gemeinde (Gemeinderätin) Rothenburg: von August 2007 bis Mai 2014 Finzanzvorsteherin; Legislative des Kantons (Grossrätin): von Juni 1995 bis Mai 2005,5/31/2010,12/4/2011,Emmen (LU),2/4/1959,
1,Prisca,Birrer-Heimo,f,Luzern,LU,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Emmen,Luzern,Exekutive der Gemeinde (Gemeinderätin) Rothenburg: von August 2007 bis Mai 2014 Finzanzvorsteherin; Legislative des Kantons (Grossrätin): von Juni 1995 bis Mai 2005,11/30/2015,,Emmen (LU),2/4/1959,
0,Prisca,Birrer-Heimo,f,Luzern,LU,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Emmen,Luzern,Exekutive der Gemeinde (Gemeinderätin) Rothenburg: von August 2007 bis Mai 2014 Finzanzvorsteherin; Legislative des Kantons (Grossrätin): von Juni 1995 bis Mai 2005,12/5/2011,11/29/2015,Emmen (LU),2/4/1959,
1,Pirmin,Bischof,m,Solothurn,SO,Ständerat,CVP-Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Solothurn,Solothurn,Exekutive der Gemeinde (Gemeinderat) Solothurn: seit Mai 1997; Legislative des Kantons (Kantonsrat): von April 2005 bis November 2007,11/30/2015,,"Eggersriet (SG),Grub (SG)",2/24/1959,
0,Pirmin,Bischof,m,Solothurn,SO,Ständerat,Fraktion CVP-EVP,CE,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Solothurn,Solothurn,Exekutive der Gemeinde (Gemeinderat) Solothurn: seit Mai 1997; Legislative des Kantons (Kantonsrat): von April 2005 bis November 2007,12/12/2011,11/29/2015,"Eggersriet (SG),Grub (SG)",2/24/1959,
0,Hardi,Bischof,m,Zürich,ZH,Nationalrat,Fraktion der Schweizer Demokraten und der Lega dei Ticinesi,D,Schweizer Demokraten,SD,,,,,11/25/1991,12/3/1995,Eggersriet (SG),7/30/1957,
0,Pirmin,Bischof,m,Solothurn,SO,Nationalrat,Fraktion CVP-EVP,CE,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Solothurn,Solothurn,Exekutive der Gemeinde (Gemeinderat) Solothurn: seit Mai 1997; Legislative des Kantons (Kantonsrat): von April 2005 bis November 2007,12/5/2011,12/11/2011,"Eggersriet (SG),Grub (SG)",2/24/1959,
0,Pirmin,Bischof,m,Solothurn,SO,Nationalrat,Fraktion CVP/EVP/glp,CEg,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Solothurn,Solothurn,Exekutive der Gemeinde (Gemeinderat) Solothurn: seit Mai 1997; Legislative des Kantons (Kantonsrat): von April 2005 bis November 2007,12/3/2007,12/4/2011,"Eggersriet (SG),Grub (SG)",2/24/1959,
1,Ivo,Bischofberger,m,Appenzell I.-Rh.,AI,Ständerat,CVP-Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Heiden,Appenzell A.-Rh.,Judikative der Gemeinde: von 1986 bis 1992; Judikative des Kantons: von 1992 bis 2008; Präsident des Kantonsgerichts: von 1993 bis 2008,11/30/2015,,Oberegg (AI),2/24/1958,
0,Ivo,Bischofberger,m,Appenzell I.-Rh.,AI,Ständerat,Fraktion CVP-EVP,CE,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Heiden,Appenzell A.-Rh.,Judikative der Gemeinde: von 1986 bis 1992; Judikative des Kantons: von 1992 bis 2008; Präsident des Kantonsgerichts: von 1993 bis 2008,6/1/2015,11/29/2015,Oberegg (AI),2/24/1958,
0,Ivo,Bischofberger,m,Appenzell I.-Rh.,AI,Ständerat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Heiden,Appenzell A.-Rh.,Judikative der Gemeinde: von 1986 bis 1992; Judikative des Kantons: von 1992 bis 2008; Präsident des Kantonsgerichts: von 1993 bis 2008,6/4/2007,5/29/2011,Oberegg (AI),2/24/1958,
0,Ivo,Bischofberger,m,Appenzell I.-Rh.,AI,Ständerat,Fraktion CVP-EVP,CE,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Heiden,Appenzell A.-Rh.,Judikative der Gemeinde: von 1986 bis 1992; Judikative des Kantons: von 1992 bis 2008; Präsident des Kantonsgerichts: von 1993 bis 2008,12/5/2011,5/31/2015,Oberegg (AI),2/24/1958,
0,Ivo,Bischofberger,m,Appenzell I.-Rh.,AI,Ständerat,Fraktion CVP/EVP/glp,CEg,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Heiden,Appenzell A.-Rh.,Judikative der Gemeinde: von 1986 bis 1992; Judikative des Kantons: von 1992 bis 2008; Präsident des Kantonsgerichts: von 1993 bis 2008,5/30/2011,12/4/2011,Oberegg (AI),2/24/1958,
0,Achilles,Bischoff,m,Basel-Stadt,BS,Nationalrat,Mitte,MC,Juste milieu/Zentrum (BS),Zent (BS)*,,,,,11/6/1848,7/1/1853,Basel (BS),1/24/1795,4/29/1867
0,Emil,Bischoff,m,Basel-Stadt,BS,Nationalrat,,,Liberale Partei der Schweiz,LPS,,,,,12/4/1893,12/6/1896,Basel (BS),6/25/1847,5/10/1921
0,Hans,Bisig,m,Schwyz,SZ,Ständerat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,verheiratet,Lachen,Schwyz,"Kantonsrat von 1972 bis 1984, Präsident LUP (FDP) von 1984 bis 1991",12/4/1995,12/5/1999,Einsiedeln (SZ),4/27/1942,
0,Hans,Bisig,m,Schwyz,SZ,Ständerat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,verheiratet,Lachen,Schwyz,"Kantonsrat von 1972 bis 1984, Präsident LUP (FDP) von 1984 bis 1991",11/25/1991,12/3/1995,Einsiedeln (SZ),4/27/1942,
0,Joh. Walter,Bissegger,m,Zürich,ZH,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1905,4/30/1915,"Zürich (ZH),Bussnang (TG)",10/5/1853,4/30/1915
0,B. Albert,Bitzius,m,Bern,BE,Ständerat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/2/1879,9/20/1882,Bern (BE),11/6/1835,9/20/1882
0,Edmond,Blanc,m,Freiburg,FR,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/7/1948,12/2/1951,Villaz-Saint-Pierre (FR),8/11/1908,2/27/1975
0,Louis,Blanchenay,m,Waadt,VD,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/6/1848,12/2/1860,"Aubonne (VD),Morges (VD)",5/2/1801,10/30/1881
0,Emmanuella,Blaser,f,Waadt,VD,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Genève 8,Genf,"conseillère communale de 1981 à 1984, Conseillère municipale de 1985 à 1988, Syndic depuis 1989",12/4/1995,12/5/1999,Langnau im Emmental (BE),1/15/1945,
0,Adolf,Blaser,m,Bern,BE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/4/1967,6/1/1970,Trubschachen (BE),5/31/1908,6/7/1978
0,Hans,Blaser,m,Bern,BE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/4/1922,12/2/1928,Langnau im Emmental (BE),7/13/1878,3/11/1936
0,Josef,Bläsi,m,Solothurn,SO,Nationalrat,Linke,LG,Liberale,Lib*,,,,,12/2/1872,10/1/1874,Aedermannsdorf (SO),12/13/1833,11/24/1903
0,Ulrich,Blatter,m,Obwalden,OW,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,,,,11/30/1987,4/20/1995,Hofstetten b. Brienz (BE),12/29/1940,4/20/1995
0,Fritz,Blatti,m,Bern,BE,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/2/1963,11/30/1975,Boltigen (BE),5/26/1910,2/13/1994
0,Karl,Blattner,m,Aargau,AG,Ständerat,Linke,LG,Liberale,Lib*,,,,,4/16/1849,11/1/1849,"Küttigen (AG),Aarau (AG)",12/22/1805,6/30/1883
0,Salomon,Bleuler,m,Zürich,ZH,Nationalrat,Sozialistische Tendenz,t.S,Grütlianer,Grüt*,,,,,12/6/1869,1/1/1884,"Winterthur (ZH),Zürich (ZH)",1/7/1829,2/12/1886
0,Christoph,Blocher,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Laufen am Rheinfall,Zürich,"Gemeinderat Meilen: von März 1974 bis März 1978; Kantonsrat: von April 1975 bis April 1980; Nationalrat: von November 1979 bis Dezember 2003; Bundesrat: von Dezember 2003 bis Dezember 2007, Vorsteher des Eidg. Justiz- und Polizeidepartementes",12/1/2003,12/10/2003,"Schattenhalb (BE),Zürich (ZH),Meilen (ZH),Lü (GR)",10/11/1940,
0,Christoph,Blocher,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Laufen am Rheinfall,Zürich,"Gemeinderat Meilen: von März 1974 bis März 1978; Kantonsrat: von April 1975 bis April 1980; Nationalrat: von November 1979 bis Dezember 2003; Bundesrat: von Dezember 2003 bis Dezember 2007, Vorsteher des Eidg. Justiz- und Polizeidepartementes",12/5/2011,5/31/2014,"Schattenhalb (BE),Zürich (ZH),Meilen (ZH),Lü (GR)",10/11/1940,
0,Christoph,Blocher,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Laufen am Rheinfall,Zürich,"Gemeinderat Meilen: von März 1974 bis März 1978; Kantonsrat: von April 1975 bis April 1980; Nationalrat: von November 1979 bis Dezember 2003; Bundesrat: von Dezember 2003 bis Dezember 2007, Vorsteher des Eidg. Justiz- und Polizeidepartementes",12/4/1995,11/30/2003,"Schattenhalb (BE),Zürich (ZH),Meilen (ZH),Lü (GR)",10/11/1940,
0,Christoph,Blocher,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Laufen am Rheinfall,Zürich,"Gemeinderat Meilen: von März 1974 bis März 1978; Kantonsrat: von April 1975 bis April 1980; Nationalrat: von November 1979 bis Dezember 2003; Bundesrat: von Dezember 2003 bis Dezember 2007, Vorsteher des Eidg. Justiz- und Polizeidepartementes",11/26/1979,12/3/1995,"Schattenhalb (BE),Zürich (ZH),Meilen (ZH),Lü (GR)",10/11/1940,
0,Christoph,Blocher,m,Zürich,ZH,Bundesrat,,,Schweizerische Volkspartei,SVP,verheiratet,Laufen am Rheinfall,Zürich,"Gemeinderat Meilen: von März 1974 bis März 1978; Kantonsrat: von April 1975 bis April 1980; Nationalrat: von November 1979 bis Dezember 2003; Bundesrat: von Dezember 2003 bis Dezember 2007, Vorsteher des Eidg. Justiz- und Polizeidepartementes",12/10/2003,12/31/2007,"Schattenhalb (BE),Zürich (ZH),Meilen (ZH),Lü (GR)",10/11/1940,
0,Peter,Bloetzer,m,Wallis,VS,Ständerat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,ledig,Brig-Glis,Wallis,"Gemeinderat in Visp seit 1969, Gemeindepräsident in Visp seit 1977, Grossrat seit 1977",11/25/1991,12/5/1999,"Ferden (VS),Wiler (Lötschen) (VS),Visp (VS)",9/16/1933,
0,Peter,Bloetzer,m,Wallis,VS,Ständerat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,ledig,Brig-Glis,Wallis,"Gemeinderat in Visp seit 1969, Gemeindepräsident in Visp seit 1977, Grossrat seit 1977",11/25/1991,12/5/1999,"Ferden (VS),Wiler (Lötschen) (VS),Visp (VS)",9/16/1933,
0,Eduard Eugen,Blösch,m,Bern,BE,Nationalrat,Evangelische Rechte (ref. cons.),ER,Reformiert Konservative,RKons*,,,,,12/1/1851,2/7/1866,"Burgdorf (BE),Biel (BE)",2/1/1807,2/7/1866
0,Eduard Eugen,Blösch,m,Bern,BE,Nationalrat,Evangelische Rechte (ref. cons.),ER,Reformiert Konservative,RKons*,,,,,12/1/1851,2/7/1866,"Burgdorf (BE),Biel (BE)",2/1/1807,2/7/1866
0,Eduard Eugen,Blösch,m,Bern,BE,Ständerat,Evangelische Rechte (ref. cons.),ER,Reformiert Konservative,RKons*,,,,,6/1/1850,11/30/1851,"Burgdorf (BE),Biel (BE)",2/1/1807,2/7/1866
0,Eduard Eugen,Blösch,m,Bern,BE,Nationalrat,Evangelische Rechte (ref. cons.),ER,Reformiert Konservative,RKons*,,,,,12/1/1851,2/7/1866,"Burgdorf (BE),Biel (BE)",2/1/1807,2/7/1866
0,Andreas,Blum,m,Bern,BE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/1/1975,3/1/1979,Richenthal (LU),2/21/1938,
0,Johann Jakob,Blumer,m,Glarus,GL,Ständerat,Mitte,MC,Liberale,Lib*,,,,,11/6/1848,5/1/1872,"Schwanden (GL),Glarus (GL)",8/29/1819,11/12/1875
0,Othmar,Blumer,m,Zürich,ZH,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/2/1890,4/25/1900,"Embrach (ZH),Glarus (GL)",8/10/1848,4/25/1900
0,Othmar,Blumer,m,Zürich,ZH,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/2/1890,4/25/1900,"Embrach (ZH),Glarus (GL)",8/10/1848,4/25/1900
0,Eduard,Blumer,m,Glarus,GL,Nationalrat,Fraktionslos,-,Demokraten,Dem*,,,,,6/6/1899,10/7/1925,Schwanden (GL),2/10/1848,10/7/1925
0,Johann Jakob,Blumer,m,Glarus,GL,Ständerat,Liberale demokratische Fraktion,LD,Liberale,Lib*,,,,,11/6/1848,5/1/1872,"Schwanden (GL),Glarus (GL)",8/29/1819,11/12/1875
